,Titulo,Final_score,Criteria_scores,Out_degrees,In_degrees,Clustering_coefficient,ASP,ASPW
39,Título: Uma,400.0,"{'Competência 1': 50.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 50.0, 'Competência 5': 100.0}",1.411214953271028,1.411214953271028,0.006097379122021928,9.038793863516135,9.681537647681186
40,Título: Um problema ainda maior,500.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.3206106870229009,1.3206106870229009,0.001877095197705885,8.39553728714034,8.903112155020551
41,Título: Um critério a ser repensado,450.0,"{'Competência 1': 50.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.389261744966443,1.389261744966443,0.0007933143740018797,8.994286232541267,9.822192998367495
42,Título: Um Brasil espelhado,250.0,"{'Competência 1': 50.0, 'Competência 2': 50.0, 'Competência 3': 50.0, 'Competência 4': 50.0, 'Competência 5': 50.0}",1.2537313432835822,1.2537313432835822,0.008715351812366736,9.278606965174129,9.84622342831298
43,Título: Um Brasil de mais alunos nas escolas,350.0,"{'Competência 1': 50.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 50.0, 'Competência 5': 50.0}",1.6363636363636365,1.6363636363636365,0.0028260650398251944,6.267894461859979,7.385318704284222
44,Título: Solução Vs Problema,250.0,"{'Competência 1': 50.0, 'Competência 2': 50.0, 'Competência 3': 50.0, 'Competência 4': 50.0, 'Competência 5': 50.0}",1.21875,1.21875,0.01902901785714286,9.061259920634921,9.061259920634921
45,Título: Vilão da saúde brasileira,650.0,"{'Competência 1': 100.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.3235294117647058,1.3235294117647058,0.0038453073673469437,9.092215103863328,10.309551543389633
46,[redação sem título],450.0,"{'Competência 1': 100.0, 'Competência 2': 50.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.1935483870967742,1.1935483870967742,0.006630824372759857,11.453366058906031,11.453366058906031
47,Título: Uma luta a ser vencida,700.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.4488188976377954,1.4488188976377954,0.006422946936318147,9.087114110736158,9.702662167229096
48,"Título: Um mosquito, mil desafios",500.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.3,1.3,0.0,10.463939393939395,11.561414141414142
49,Título: Um mosquito e mil problemas,750.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.3949579831932772,1.3949579831932772,0.010290934555640438,8.166927788064378,8.446375160233584
50,Título: Um inimigo improvável,500.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.1016949152542372,1.1016949152542372,0.0,7.571595558153127,7.760374050263004
51,"Título: Três, dois, um... ação",700.0,"{'Competência 1': 150.0, 'Competência 2': 100.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.306930693069307,1.306930693069307,0.00709901309655752,9.28910891089109,10.057128712871288
52,Título: Quem pe mais forte e mais inteligente? Um mosquito? Ou um homem?,300.0,"{'Competência 1': 100.0, 'Competência 2': 50.0, 'Competência 3': 50.0, 'Competência 4': 50.0, 'Competência 5': 50.0}",1.3428571428571427,1.3428571428571427,0.01412264969389062,8.844099378881987,9.200207039337474
53,Título: Queimado a Semete,500.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.2577319587628866,1.2577319587628866,0.0,9.287693298969073,9.556915807560138
54,Título: Precisamos combater o Aedes Aegypti,550.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.382716049382716,1.382716049382716,0.0032652361356065055,7.733487654320988,8.357407407407408
55,Título: Por que estamos perdendo a guerra contra o Aedes Aegypti?,650.0,"{'Competência 1': 100.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.3384615384615384,1.3384615384615384,0.001185897435897436,9.543291592128801,10.14979129397734
56,Título: Pequeno grande inimigo,700.0,"{'Competência 1': 150.0, 'Competência 2': 100.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.2935779816513762,1.2935779816513762,0.0061509591326105095,10.381073734284744,10.836476384641522
57,"Título: Pequenas atitudes não tomadas, grandes danos",700.0,"{'Competência 1': 150.0, 'Competência 2': 100.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.1898734177215189,1.1898734177215189,0.0013009845288326303,14.448641457711844,14.979964524711763
58,Título: Uma mudança histórica,850.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 200.0, 'Competência 4': 150.0, 'Competência 5': 200.0}",1.3888888888888888,1.3888888888888888,0.006089895774268217,8.283619047619048,8.85568253968254
59,"Título: Um problema, grandes proporções",750.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.1971830985915493,1.1971830985915493,0.003990610328638498,12.032813904704824,12.032813904704824
60,"Título: Sistema prisional, uma realidade social",700.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.3082706766917294,1.3082706766917294,0.0002602056519745479,8.084358623832308,8.232171337434496
61,Título: Sistema Penitenciário Humanizado,500.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.311926605504587,1.311926605504587,0.0,9.661569826707442,10.102446483180428
62,Título: Sistema carcerário brasileiro: velho e ineficiente!,600.0,"{'Competência 1': 100.0, 'Competência 2': 150.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.4516129032258065,1.4516129032258065,0.0019469553743747296,7.760402057035998,8.325502571294997
63,Título: Selas menos referta através da educação,450.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 50.0, 'Competência 5': 100.0}",1.3904109589041096,1.3904109589041096,0.0024461839530332684,10.386395843174304,11.235852621634388
64,Título: Uma mudança necessária,450.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 50.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.2727272727272727,1.2727272727272727,0.0027356902356902362,9.887755102040817,10.809111523397238
65,Título: Segunda Chance,650.0,"{'Competência 1': 150.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.2434782608695651,1.2434782608695651,0.002898550724637681,11.520213577421815,11.636613272311212
66,Título: Reformas Já,750.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.1020408163265305,1.1020408163265305,0.0,12.88133810225121,13.11908268462024
67,Título: Recuperação carcerária,350.0,"{'Competência 1': 100.0, 'Competência 2': 50.0, 'Competência 3': 50.0, 'Competência 4': 100.0, 'Competência 5': 50.0}",1.125,1.125,0.0,10.174675324675325,10.174675324675325
68,Título: Reflexo do Estado.,300.0,"{'Competência 1': 100.0, 'Competência 2': 50.0, 'Competência 3': 50.0, 'Competência 4': 50.0, 'Competência 5': 50.0}",1.1451612903225807,1.1451612903225807,0.027169738863287253,9.772342675832892,9.772342675832892
69,"Título: Velho inimigo, novos problemas!",750.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.2574257425742574,1.2574257425742574,0.0060289957567185295,9.849405940594059,10.39970297029703
70,Título: Uma sociedade igualitária e tolerante,450.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 50.0, 'Competência 5': 100.0}",1.1136363636363635,1.1136363636363635,0.007007575757575758,14.1848223615465,14.1848223615465
71,Título: Trabalhando contra o racismo no presente para livrar-se dele no futuro,500.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.3174603174603174,1.3174603174603174,0.0059529320052226714,7.697904761904762,8.33320634920635
72,Título: Superior é ser Humano,450.0,"{'Competência 1': 100.0, 'Competência 2': 50.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.2520325203252032,1.2520325203252032,0.002800361336946703,13.253631880581102,13.90843662534986
73,Título: Problemas Penitenciários brasileiros,500.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.29,1.29,0.006734953945772009,10.212626262626262,10.502424242424242
74,Título: Se o Racismo é uma doença o amor é a cura,500.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.3473684210526315,1.3473684210526315,0.016257309941520467,8.002911534154535,8.002911534154535
75,Título: Racismo: Até quando?,600.0,"{'Competência 1': 150.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.3883495145631068,1.3883495145631068,0.01802234083787482,7.96554349895298,7.96554349895298
76,Título: Racismo nunca mais.,300.0,"{'Competência 1': 50.0, 'Competência 2': 50.0, 'Competência 3': 50.0, 'Competência 4': 50.0, 'Competência 5': 100.0}",1.2604166666666667,1.2604166666666667,0.007962577175280816,10.91030701754386,11.428070175438597
77,Título: Quanto mais negro?,500.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.2777777777777777,1.2777777777777777,0.004647933956230116,13.082900657667013,13.89356178608515
78,Título: Preconceito racial é uma herança colonial,600.0,"{'Competência 1': 150.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.2980769230769231,1.2980769230769231,0.00037745706415952127,9.590646004480956,10.048450336071696
79,Título: O racismo no Brasil,450.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 50.0}",1.234375,1.234375,0.0,9.216517857142858,9.333085317460318
80,Título: O racismo no Brasil,700.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.4431818181818181,1.4431818181818181,0.004400912578473826,7.707288401253918,8.540491118077325
81,Título: Educação: berço da conscientização,900.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 200.0, 'Competência 4': 200.0, 'Competência 5': 200.0}",1.3265306122448979,1.3265306122448979,0.010813921528207242,9.340521775720598,9.340521775720598
82,"Título: Ame ao próximo, como a si mesmo",550.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.4158415841584158,1.4158415841584158,0.006393301914638539,7.073366336633663,7.334059405940594
83,Título: Sociedade justa,700.0,"{'Competência 1': 100.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.367741935483871,1.367741935483871,0.0054799107772917095,8.894470046082949,9.131671554252199
84,Título: respeito à diversidade,600.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 150.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.4787234042553192,1.4787234042553192,0.007124435847840103,7.543582704186685,7.7920384351407
85,Título: Religião vinculada ao eurocentrismo,550.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.1538461538461537,1.1538461538461537,0.00925925925925926,12.226790450928382,12.226790450928382
86,Título: Redação (Sem titulo),400.0,"{'Competência 1': 50.0, 'Competência 2': 100.0, 'Competência 3': 50.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.3958333333333333,1.3958333333333333,0.0005015432098765432,8.29813596491228,8.797697368421053
87,Título: Raízes da intolerância,700.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.337837837837838,1.337837837837838,0.003938672015179729,9.088205552491267,9.42880125022982
88,Título: Pluralidade que necessita de respeito,650.0,"{'Competência 1': 150.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.1553398058252426,1.1553398058252426,0.002918400369856681,13.241861793260993,13.846659051970303
89,"Título: Povo pacífico, não mesmo",800.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 200.0}",1.3274336283185841,1.3274336283185841,0.0026197499648827082,9.317240834386853,9.87405183312263
90,Título: Os fatos da realidade religiosa no Brasil,500.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.3333333333333333,1.3333333333333333,0.022281746031746034,6.652259887005649,6.652259887005649
91,Título: Pensamento Alienado,450.0,"{'Competência 1': 100.0, 'Competência 2': 50.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 100.0}",1.2469135802469136,1.2469135802469136,0.011162551440329219,9.114197530864198,9.318364197530864
92,Título: O respeito às diferenças e à diversidade,700.0,"{'Competência 1': 100.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.2616822429906542,1.2616822429906542,0.0027907580477673933,11.213895256568506,11.741139128901429
93,"Título: O preço da aceitação: Para entrar no emprego repita, amém irmão",550.0,"{'Competência 1': 100.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.2048192771084338,1.2048192771084338,0.0024319500223114678,12.103438142815163,12.368645312959154
94,Título: Não é macumba,650.0,"{'Competência 1': 100.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.2,1.2,0.0,7.236576576576576,7.583063063063063
95,Título: Não à intolerância religiosa,600.0,"{'Competência 1': 150.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.1262135922330097,1.1262135922330097,0.010517799352750809,10.149343232438607,10.149343232438607
96,Título: O  Respeito é o caminho,700.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.3442622950819672,1.3442622950819672,0.0050564568565097,8.003048367429887,8.150928058528654
97,Título: Livre Arbítrio,300.0,"{'Competência 1': 50.0, 'Competência 2': 50.0, 'Competência 3': 50.0, 'Competência 4': 50.0, 'Competência 5': 100.0}",1.2954545454545454,1.2954545454545454,0.012861877705627705,8.61833855799373,8.717345872518287
98,Título: A automedicação nem de todo um mal,350.0,"{'Competência 1': 100.0, 'Competência 2': 50.0, 'Competência 3': 50.0, 'Competência 4': 100.0, 'Competência 5': 50.0}",1.4216867469879517,1.4216867469879517,0.007536924253791723,7.0074933881868935,7.2558037026153395
99,Título: Mais que tolerar: reconhecer o direito alheio de praticar sua fé,750.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.4036697247706422,1.4036697247706422,0.008286336497345672,7.549779136935101,7.869775739041794
100,Título: vivendo de opinião,600.0,"{'Competência 1': 100.0, 'Competência 2': 150.0, 'Competência 3': 100.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.2058823529411764,1.2058823529411764,0.0,10.575713453698311,10.687148126577364
101,Título: Uma,650.0,"{'Competência 1': 100.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 100.0, 'Competência 5': 150.0}",1.2900763358778626,1.2900763358778626,0.006532886113038786,10.321432765707575,10.640810334703465
102,[redação sem título],350.0,"{'Competência 1': 100.0, 'Competência 2': 50.0, 'Competência 3': 50.0, 'Competência 4': 100.0, 'Competência 5': 50.0}",1.1170212765957446,1.1170212765957446,0.0,13.094028826355524,13.094028826355524
103,"Título: Tomou, passou?",750.0,"{'Competência 1': 150.0, 'Competência 2': 150.0, 'Competência 3': 150.0, 'Competência 4': 150.0, 'Competência 5': 150.0}",1.2359550561797752,1.2359550561797752,0.006754949170679508,9.281281920326863,9.281281920326863
104,Título: Um tema que precisa ser debatido,320.0,"{'Competência 1': 100.0, 'Competência 2': 50.0, 'Competência 3': 50.0, 'Competência 4': 100.0, 'Competência 5': 20.0}",1.3529411764705883,1.3529411764705883,0.003676470588235294,6.917251975417033,6.917251975417033
105,Título: Tomar remédios é uma opção ou obrigação?,250.0,"{'Competência 1': 50.0, 'Competência 2': 50.0, 'Competência 3': 50.0, 'Competência 4': 50.0, 'Competência 5': 50.0}",1.2307692307692308,1.2307692307692308,0.004624542124542125,10.335830835830835,10.542124542124542
106,Título: Se automedicar ou não.,500.0,"{'Competência 1': 150.0, 'Competência 2': 100.0, 'Competência 3': 100.0, 'Competência 4': 150.0, 'Competência 5': 0.0}",1.3,1.3,0.007589285714285713,8.088449367088607,8.088449367088607
